sold_in_30,asking_price,bedrooms,bathrooms,heating,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,yr_renovated
0,505000.0,3,1.75,gas,1800,7210,1.0,poor,average,7,1370,1976,0.0
1,630500.0,3,1.0,oil,1180,3600,1.5,poor,average,7,1180,1926,0.0
1,740000.0,3,1.5,oil,1830,4000,1.0,poor,good,7,1350,1910,0.0
1,554000.0,2,2.0,electric,1870,5580,1.0,poor,average,8,1870,2004,0.0
0,400000.0,3,2.5,gas,2580,214315,1.5,poor,average,8,2580,1946,1986.0
0,529941.0,3,2.0,electric,1660,10000,1.0,poor,good,7,1010,1961,0.0
0,731781.0,3,3.0,gas,2630,4972,2.0,poor,average,9,2630,2006,0.0
1,443000.0,3,1.75,oil,1810,7950,1.0,poor,good,7,1810,1968,0.0
0,607000.0,3,2.0,gas,2060,4080,1.0,poor,very good,7,1060,1921,0.0
1,585000.0,4,2.5,electric,2370,15200,1.0,poor,average,8,1660,1975,0.0
0,1030000.0,3,2.5,gas,2430,10500,2.0,fair,average,9,2430,1989,0.0
1,315000.0,3,2.5,gas,1880,7000,2.0,poor,average,8,1880,1993,0.0
1,180000.0,2,1.0,oil,1150,5695,1.0,poor,good,6,1150,1958,0.0
1,322500.0,3,2.0,gas,1350,14200,1.0,poor,average,7,1350,1989,0.0
0,1090000.0,5,2.25,oil,3650,13068,1.0,poor,good,10,1850,1976,0.0
1,235000.0,2,1.0,oil,670,5600,1.0,poor,average,6,670,1903,0.0
0,740000.0,3,3.5,electric,2420,4000,2.0,poor,very good,9,1820,1907,0.0
1,432000.0,3,2.75,oil,2200,14925,1.0,poor,average,6,1100,1982,0.0
0,1270000.0,5,3.25,oil,4410,35192,2.0,average,average,12,3880,1990,0.0
0,676500.0,3,1.75,oil,1300,2446,1.0,good,average,8,880,1961,0.0
1,419000.0,2,1.0,oil,720,4592,1.0,poor,good,6,720,1943,0.0
0,650000.0,3,2.5,other,2180,37042,2.0,poor,average,9,2180,1998,0.0
1,239000.0,2,1.0,oil,1130,15190,1.0,poor,good,7,1130,1954,0.0
0,900000.0,4,2.5,oil,2230,4372,2.0,poor,very good,8,1540,1935,0.0
0,330000.0,5,1.75,gas,2100,7347,1.0,poor,average,7,1070,1981,0.0
1,465000.0,4,2.5,oil,3060,6000,2.0,poor,average,9,3060,2012,0.0
0,490000.0,3,2.25,electric,2550,8588,1.0,very good,average,9,2550,1989,0.0
1,469950.0,4,2.75,gas,2530,14178,2.0,poor,average,8,2530,1997,0.0
1,244950.0,4,2.5,gas,1790,19177,1.0,poor,good,7,1790,1966,0.0
0,293000.0,4,2.5,electric,3250,235063,1.0,average,average,9,3250,1973,0.0
0,445000.0,3,3.0,gas,1970,24318,1.0,poor,average,8,1970,2010,0.0
1,520000.0,3,2.25,electric,1850,10855,1.0,poor,average,8,1370,1985,0.0
0,780000.0,4,3.25,gas,3900,40962,2.0,poor,average,10,3900,1991,0.0
0,625000.0,3,1.75,gas,3160,76230,1.0,poor,good,8,2160,1978,0.0
1,200000.0,2,1.0,gas,830,8000,1.0,poor,average,6,830,1954,0.0
1,345000.0,3,1.75,electric,3140,8571,1.0,poor,good,8,1670,1985,0.0
1,208000.0,3,1.5,oil,1210,7247,1.0,poor,good,7,1210,1967,0.0
1,452000.0,3,1.75,gas,1880,16239,1.0,poor,average,7,880,1922,0.0
1,555000.0,3,3.0,oil,2410,12183,2.0,poor,average,9,2410,1988,0.0
0,519000.0,5,2.75,oil,2620,8861,1.0,poor,very good,8,1350,1979,0.0
1,474950.0,3,2.25,electric,1850,2575,2.0,poor,average,9,1850,2013,0.0
1,419000.0,3,2.25,oil,1760,16418,1.0,poor,average,7,1190,1990,0.0
1,390000.0,2,1.0,electric,860,1800,1.0,poor,average,7,860,1909,0.0
0,569000.0,4,1.75,oil,2400,21196,1.0,poor,very good,8,1590,1956,0.0
0,732000.0,3,2.0,gas,1940,55756,1.0,poor,very good,9,1940,1954,0.0
0,1680000.0,3,2.5,oil,3490,8343,2.0,very good,good,9,2150,1939,0.0
0,835000.0,3,2.25,gas,2120,54014,2.0,poor,good,9,2120,1964,0.0
1,310000.0,4,2.5,gas,2130,9013,2.0,poor,average,8,2130,1988,0.0
1,355000.0,4,1.0,oil,1440,7215,1.5,poor,average,7,1440,1969,0.0
0,685000.0,3,1.75,electric,1940,7313,1.0,fair,good,8,1440,1960,0.0
1,540000.0,3,2.5,gas,2400,5817,2.0,poor,average,8,2400,1998,0.0
0,518000.0,3,1.0,gas,1270,6612,1.5,good,average,7,1270,1927,0.0
1,250000.0,2,1.75,oil,1350,4023,1.0,poor,average,7,1350,2005,0.0
1,330000.0,2,2.0,oil,1550,435600,1.5,poor,fair,7,1550,1972,0.0
1,481000.0,2,1.0,oil,1620,3880,1.0,poor,good,7,920,1924,0.0
0,898000.0,3,2.25,oil,2650,12845,1.0,good,average,9,1770,1977,0.0
1,265000.0,3,2.5,oil,1660,5250,2.0,poor,good,8,1660,1988,0.0
0,790000.0,4,2.5,oil,2690,8036,2.0,poor,good,9,2690,1987,0.0
1,296500.0,3,1.0,gas,1280,5100,1.0,poor,average,7,1280,1948,0.0
1,475000.0,3,2.5,oil,2160,35912,2.0,poor,average,8,2160,1982,0.0
1,440000.0,3,2.25,electric,1760,10835,1.0,poor,good,8,1290,1976,0.0
1,520000.0,5,1.75,oil,2040,5280,1.0,poor,good,7,1020,1961,0.0
1,229500.0,1,1.0,other,1180,22000,1.0,average,average,6,1180,1948,0.0
1,335000.0,4,1.75,oil,2000,10890,1.0,poor,good,7,1390,1961,0.0
0,680000.0,4,2.75,gas,3310,50951,2.0,poor,average,9,3310,1998,0.0
0,1390000.0,4,3.5,other,3130,3900,2.0,poor,average,9,2550,2008,0.0
0,510000.0,4,2.0,electric,2210,5572,1.5,good,average,7,1760,1911,0.0
1,300000.0,2,1.0,oil,970,13700,1.0,poor,average,6,970,1949,0.0
0,675000.0,4,2.0,oil,1890,5188,1.5,poor,good,7,1670,1940,0.0
1,245000.0,4,2.25,oil,2140,8800,2.0,poor,good,7,2140,1963,0.0
1,344950.0,3,1.0,oil,1090,6712,1.0,poor,good,7,1090,1972,0.0
0,1950000.0,4,4.0,oil,4690,6900,2.0,poor,average,11,3480,2001,0.0
0,1500000.0,3,1.5,gas,1910,21374,1.0,poor,poor,8,1910,1955,0.0
1,232603.0,3,1.75,electric,1750,11461,2.0,poor,good,7,1750,1976,0.0
1,220000.0,5,2.5,gas,1760,10200,1.5,poor,average,6,1760,1925,0.0
1,239000.0,3,2.5,gas,1360,5754,2.0,poor,average,7,1360,1994,0.0
1,400000.0,3,1.75,oil,1730,9211,1.0,poor,average,8,1730,1961,0.0
1,380000.0,3,1.5,oil,1540,8400,1.0,poor,very good,7,1540,1968,0.0
0,680000.0,4,2.5,gas,2520,5000,2.0,poor,average,9,2520,2004,0.0
1,350000.0,3,3.25,oil,1210,941,2.0,poor,average,8,1000,2002,0.0
1,391265.0,3,2.0,gas,1440,3900,1.0,poor,average,8,1440,2002,0.0
1,165000.0,3,1.0,oil,1050,5156,1.5,poor,average,7,1050,1919,0.0
0,850000.0,3,2.25,electric,1950,3600,1.5,poor,very good,8,1430,1911,0.0
0,325000.0,4,2.5,gas,1820,9161,1.0,poor,good,7,1220,1975,0.0
0,682000.0,4,2.5,electric,2390,53941,2.0,poor,average,8,2390,1989,0.0
0,385000.0,3,1.75,oil,2370,6360,1.0,good,average,7,1280,1954,0.0
0,503000.0,4,2.75,electric,2100,7350,1.0,poor,very good,7,1240,1978,0.0
1,676000.0,4,2.5,oil,2800,5368,2.0,poor,average,8,2800,2003,0.0
1,234000.0,3,2.0,oil,1640,5280,1.5,poor,very good,6,1640,1910,0.0
0,734200.0,4,2.5,electric,2760,5000,1.5,poor,very good,7,1680,1928,0.0
0,1920000.0,4,2.5,oil,3070,34412,1.0,good,good,9,2070,1950,0.0
1,224000.0,3,1.75,gas,1100,10125,1.0,poor,good,7,1100,1969,0.0
0,554600.0,3,1.75,gas,1470,5000,1.5,poor,very good,7,1470,1900,0.0
1,268000.0,3,1.75,gas,1480,8009,1.0,poor,average,7,980,1980,0.0
0,675000.0,4,2.25,oil,2260,8715,1.0,poor,good,8,1530,1976,0.0
0,620000.0,4,2.25,gas,2210,10039,1.0,poor,good,8,1710,1967,0.0
0,396450.0,3,1.75,electric,1540,12446,1.0,poor,very good,8,1540,1967,0.0
1,374000.0,2,1.0,electric,1140,5650,1.0,fair,average,6,980,1920,0.0
0,415000.0,4,2.0,gas,1780,12161,1.0,poor,very good,7,1160,1950,0.0
1,365000.0,3,2.5,oil,1484,1761,3.0,poor,average,7,1484,2003,0.0
0,465000.0,4,2.5,oil,2820,39413,2.0,poor,good,9,2820,1989,0.0
1,254999.0,3,1.0,oil,1580,7560,1.0,poor,good,7,1000,1976,0.0
0,507000.0,4,2.25,gas,1490,956,2.0,poor,average,7,1020,2005,0.0
1,329000.0,3,1.75,oil,1980,7000,1.0,poor,good,8,1360,1977,0.0
0,909000.0,4,2.5,oil,3680,11648,2.0,poor,average,10,3680,1986,0.0
1,580000.0,3,1.75,oil,1850,5100,1.0,poor,average,7,1020,1909,0.0
1,345000.0,3,2.5,gas,1620,5992,2.0,poor,average,7,1620,2001,0.0
1,399950.0,3,1.5,gas,2080,5244,1.0,poor,average,7,1190,1959,0.0
1,268000.0,4,2.0,oil,1930,6600,1.0,poor,good,7,1030,1967,0.0
0,559000.0,4,1.75,gas,2250,8458,1.0,poor,average,8,1450,1954,0.0
1,309000.0,3,2.25,gas,1980,8755,1.0,poor,good,7,1300,1963,0.0
1,410000.0,3,2.5,gas,1960,4400,2.0,poor,average,7,1960,2006,0.0
0,950000.0,5,2.0,oil,2940,5500,2.0,poor,good,9,2340,1909,0.0
0,1150000.0,4,2.5,oil,2330,30122,1.0,fair,average,8,1490,1951,0.0
1,315000.0,1,1.0,oil,700,3876,1.0,poor,average,6,700,1910,0.0
1,420000.0,3,1.5,gas,1130,5413,1.0,poor,average,7,940,1946,0.0
0,295000.0,4,2.0,oil,1710,8814,1.0,poor,very good,7,1030,1975,0.0
1,665000.0,2,2.5,oil,2300,6984,1.0,poor,average,8,2300,2006,0.0
0,577000.0,3,1.75,electric,1740,5500,1.0,poor,very good,7,970,1953,0.0
0,959000.0,3,2.5,electric,2830,3750,3.0,poor,average,10,2830,2014,0.0
1,560000.0,3,2.5,oil,2180,7169,2.0,poor,average,8,2180,1990,0.0
0,1240000.0,7,5.5,gas,6630,13782,2.0,poor,average,10,4930,2004,0.0
1,579000.0,3,2.5,oil,2300,18540,1.0,poor,average,8,1800,1961,0.0
1,335000.0,4,2.25,oil,3220,7889,2.0,poor,average,8,3220,1978,0.0
0,950000.0,4,3.25,oil,3820,15293,2.0,poor,average,10,3820,2003,0.0
1,203700.0,3,2.0,gas,1660,7958,1.0,poor,average,7,1130,1983,0.0
1,412000.0,4,3.5,oil,3360,9767,2.0,poor,average,9,2450,1990,0.0
1,425000.0,3,1.0,oil,1000,5100,1.0,poor,average,7,860,1946,0.0
1,550000.0,2,0.75,oil,1040,4000,1.0,poor,average,7,930,1909,0.0
0,1410000.0,2,2.5,oil,3180,9400,2.0,very good,very good,10,2610,1985,0.0
1,510000.0,4,1.5,electric,2040,8800,1.0,poor,good,7,1020,1961,0.0
1,210000.0,3,1.0,oil,880,10800,1.0,poor,average,6,880,1942,0.0
0,449999.0,4,1.75,oil,2290,36900,1.5,average,very good,7,1690,1938,0.0
1,137000.0,3,1.0,electric,950,7620,1.0,poor,average,6,950,1954,0.0
0,540000.0,3,2.5,gas,3100,100188,1.0,poor,good,7,1820,1981,0.0
1,353250.0,2,1.0,gas,1060,1600,2.0,poor,average,7,1060,1979,0.0
1,455000.0,2,1.5,oil,1090,6750,1.0,poor,average,7,950,1942,0.0
0,571500.0,4,1.75,other,1920,7455,1.0,poor,good,7,960,1939,1964.0
0,810000.0,6,2.75,gas,3970,9500,1.0,poor,good,10,2180,1970,0.0
1,736000.0,2,1.0,oil,1500,4000,1.0,poor,average,8,1100,1933,0.0
1,375000.0,3,1.75,gas,2190,17550,1.0,poor,average,7,2190,1989,0.0
0,717500.0,3,2.5,electric,2530,9932,2.0,poor,average,8,2530,1995,0.0
1,581000.0,2,1.75,electric,1930,11200,1.0,average,average,8,1430,1951,0.0
0,629000.0,3,2.0,electric,1510,4560,2.0,poor,good,7,1510,1909,1995.0
0,346500.0,3,1.0,oil,1150,11802,1.0,poor,good,7,1150,1932,1958.0
0,1000000.0,4,2.0,oil,3100,8000,1.5,poor,very good,7,2040,1939,0.0
0,400000.0,2,2.0,gas,2010,3797,1.5,poor,average,7,1450,1922,2004.0
1,623000.0,3,1.75,oil,2050,16313,1.0,poor,fair,8,2050,1973,0.0
1,482000.0,2,1.5,electric,1300,1229,2.0,poor,average,8,1160,2000,0.0
0,720000.0,4,2.25,gas,2410,8400,2.0,poor,very good,8,2410,1965,0.0
1,355000.0,3,1.0,gas,1180,5965,1.5,poor,good,6,1180,1928,0.0
1,512000.0,4,2.5,gas,2600,4506,2.0,poor,average,9,2600,2005,0.0
1,303000.0,2,1.5,gas,1400,1650,3.0,poor,average,7,1400,1999,0.0
1,299000.0,5,2.5,electric,2220,9360,1.0,poor,good,7,1110,1968,0.0
1,285000.0,3,2.5,oil,1660,6263,2.0,poor,average,8,1660,2003,0.0
0,690000.0,3,2.0,oil,1760,6428,1.0,poor,good,7,980,1942,0.0
1,425000.0,4,1.75,gas,1910,16785,1.0,poor,good,7,1110,1981,0.0
1,340500.0,3,1.0,oil,1770,12458,1.0,poor,average,7,1770,1957,0.0
1,365000.0,2,1.0,oil,920,6600,1.0,poor,good,6,920,1910,0.0
0,725000.0,3,1.75,electric,1690,8489,1.0,poor,good,7,1690,1959,0.0
0,811000.0,3,3.0,gas,2470,7410,2.0,poor,very good,8,1860,1977,0.0
1,299000.0,3,1.0,oil,1040,9514,1.0,poor,good,7,1040,1969,0.0
0,1230000.0,4,2.25,electric,3070,16028,1.0,good,average,9,1870,1976,0.0
0,522500.0,4,1.75,oil,2100,6480,1.0,poor,very good,7,1300,1947,0.0
1,218000.0,4,1.0,gas,1620,17500,1.0,poor,average,7,1620,1962,0.0
1,324950.0,3,1.0,gas,1240,7500,1.0,poor,good,7,1240,1976,0.0
1,718500.0,3,2.0,oil,2910,6600,2.0,poor,good,7,1920,1900,0.0
1,275000.0,3,2.25,oil,1820,9766,1.0,poor,good,7,1450,1987,0.0
1,205000.0,3,1.0,oil,1180,8240,1.0,poor,good,7,1180,1967,0.0
1,191000.0,3,1.5,oil,800,8850,1.0,poor,good,6,800,1959,0.0
1,350000.0,2,1.75,electric,1430,7921,1.0,poor,average,7,1430,1983,0.0
0,789888.0,5,3.5,gas,3300,7860,2.0,poor,average,9,2410,2001,0.0
1,443000.0,2,1.0,oil,1220,10170,1.0,poor,average,7,980,1948,0.0
0,560000.0,4,2.0,oil,1380,4048,1.5,poor,good,7,1380,1906,0.0
1,774900.0,5,1.0,electric,1750,3861,1.5,poor,average,7,1750,1903,0.0
1,250000.0,3,1.0,electric,1010,8711,1.0,poor,very good,6,1010,1944,0.0
1,299500.0,3,1.75,oil,1880,11700,1.0,poor,good,7,1880,1968,0.0
1,250000.0,2,1.0,gas,800,5220,1.0,poor,average,6,800,1943,0.0
1,279475.0,2,1.0,oil,1060,10600,1.5,poor,average,6,1060,1968,0.0
1,307700.0,5,2.25,oil,1980,13132,1.0,poor,good,7,1260,1962,0.0
1,420000.0,4,2.5,oil,3360,11637,2.0,poor,average,11,3360,1990,0.0
1,148000.0,2,1.0,oil,630,4200,1.0,poor,average,6,630,1930,0.0
0,399000.0,3,1.0,gas,990,4250,1.0,poor,good,7,840,1924,0.0
0,570000.0,4,2.5,gas,3420,115434,2.0,poor,average,9,3420,1989,0.0
0,853000.0,4,2.25,oil,3440,35025,2.0,poor,average,10,3440,1988,0.0
1,400000.0,3,1.0,oil,1300,14138,1.0,poor,good,7,1300,1943,0.0
1,463000.0,3,1.0,oil,1250,7700,1.0,poor,good,7,1250,1955,0.0
1,429000.0,5,2.5,electric,2720,8120,1.0,poor,average,7,1360,1970,0.0
0,980000.0,4,4.25,oil,3250,11780,2.0,poor,average,8,2360,1944,2001.0
1,715000.0,4,2.5,oil,2570,7980,2.0,poor,average,9,2570,1998,0.0
1,240000.0,3,1.75,electric,1420,6984,1.0,poor,good,7,980,1980,0.0
0,455000.0,4,2.0,oil,2120,9442,1.0,poor,very good,7,1060,1968,0.0
1,610000.0,3,2.5,gas,2080,167270,1.0,poor,average,7,2080,2000,0.0
1,675000.0,3,2.75,oil,2740,5735,2.0,poor,average,9,2740,2004,0.0
1,283500.0,3,1.75,other,1250,5375,1.0,poor,average,7,1250,1985,0.0
0,827000.0,4,2.5,gas,3230,12100,1.0,poor,average,9,1870,1977,0.0
1,353000.0,2,1.0,oil,860,8511,1.0,poor,average,7,860,1949,0.0
1,341000.0,2,1.0,gas,1040,4000,1.0,poor,average,6,1040,1914,0.0
1,250000.0,3,2.0,other,1470,2781,2.0,poor,average,6,1470,2003,0.0
1,405000.0,3,2.25,other,1660,8307,1.0,poor,good,8,1660,1961,0.0
1,390000.0,4,1.75,gas,2020,9750,1.0,poor,average,7,1100,1975,0.0
1,275400.0,2,1.0,electric,890,8180,1.0,poor,average,7,890,1947,0.0
1,424500.0,3,1.75,gas,1460,7700,1.0,poor,average,7,1460,1979,0.0
1,315000.0,5,2.5,oil,2090,4698,2.0,poor,average,7,2090,1998,0.0
1,179000.0,4,1.75,oil,1790,7175,1.5,poor,average,6,1410,1900,0.0
1,276000.0,2,1.0,gas,870,2676,1.0,poor,average,7,820,2004,0.0
1,235000.0,5,2.5,oil,2500,9583,1.0,poor,average,7,1300,1979,0.0
0,885000.0,3,2.5,oil,2880,11443,2.0,poor,good,9,2880,1986,0.0
1,450000.0,3,2.5,gas,1460,7573,2.0,poor,average,8,1460,1983,0.0
0,3640000.0,5,6.0,oil,5490,19897,2.0,poor,average,12,5490,2005,0.0
0,1050000.0,3,2.25,electric,2480,15022,1.0,very good,average,9,1330,1967,2003.0
1,600600.0,4,3.5,oil,3110,6829,2.0,poor,average,8,3110,2014,0.0
1,650000.0,4,1.75,gas,2390,12000,1.0,poor,average,8,1470,1979,0.0
0,858000.0,4,3.5,electric,4370,422967,1.0,average,good,10,2580,1978,0.0
1,435500.0,1,1.75,gas,1020,4512,1.0,poor,average,7,770,1937,0.0
1,512500.0,4,2.25,oil,2200,6900,2.0,poor,good,8,2200,1975,0.0
1,348125.0,3,1.0,other,1400,8451,1.5,poor,average,7,1400,1953,0.0
1,230000.0,3,1.0,gas,1390,16000,1.0,poor,good,6,1390,1960,0.0
1,450000.0,3,2.0,oil,1680,11250,1.0,poor,good,8,1680,1967,0.0
0,393000.0,5,2.0,electric,1820,5054,1.0,poor,good,7,910,1970,0.0
1,400000.0,3,1.0,oil,1060,12690,1.0,poor,average,7,1060,1969,0.0
1,209000.0,3,1.0,oil,1320,3954,1.5,poor,average,6,1320,1912,2014.0
0,430000.0,4,1.75,gas,1890,6000,1.0,poor,good,6,1110,1947,0.0
0,534000.0,4,1.75,gas,2040,2750,1.5,poor,good,6,1260,1926,0.0
0,735000.0,4,3.0,gas,2370,3672,1.5,poor,very good,7,1650,1916,0.0
1,325000.0,3,1.75,electric,2180,10230,1.0,poor,good,7,1090,1961,0.0
1,350000.0,3,2.0,electric,1440,5469,1.0,poor,average,8,1440,1988,0.0
0,324950.0,2,1.5,oil,1643,14616,1.0,fair,good,7,1643,1954,0.0
0,345600.0,5,3.5,gas,2800,5120,2.5,poor,average,9,2800,1903,2005.0
1,400000.0,3,1.5,gas,1510,7642,1.0,poor,average,7,1510,1959,0.0
0,935000.0,5,3.0,gas,2700,5001,2.0,poor,average,10,2700,2009,0.0
0,374000.0,4,1.75,oil,2220,15600,1.0,poor,very good,7,1140,1963,0.0
0,1000000.0,4,2.5,oil,2230,3600,2.0,poor,very good,8,1630,1906,0.0
0,1190000.0,3,2.25,oil,2760,40946,2.0,poor,very good,10,2760,1978,0.0
1,699999.0,3,0.75,oil,1240,4000,1.0,poor,good,7,1240,1968,0.0
0,535000.0,3,2.5,gas,1960,47044,2.0,poor,good,8,1960,1978,0.0
1,925000.0,4,2.5,oil,3540,18168,2.0,poor,average,10,3540,1996,0.0
0,930000.0,3,3.25,oil,2640,4080,2.0,poor,average,9,1840,1912,2000.0
1,695000.0,3,3.25,oil,3080,12100,2.0,poor,average,8,2080,1984,0.0
1,359000.0,5,1.75,oil,1940,6654,1.5,poor,good,7,1940,1953,0.0
0,390000.0,5,1.75,gas,1940,6654,1.5,poor,good,7,1940,1953,0.0
1,661000.0,2,1.5,oil,1750,46173,2.0,poor,good,8,1750,1964,0.0
0,900000.0,3,2.5,oil,2320,5000,2.0,poor,average,8,1620,1907,1993.0
1,600000.0,5,2.5,other,2380,8204,1.0,poor,average,8,1540,1957,0.0
1,640000.0,4,2.5,gas,3420,21344,2.0,poor,average,9,3420,2002,0.0
1,218250.0,3,1.0,oil,1270,7344,1.0,poor,average,7,970,1967,0.0
0,675000.0,4,3.5,gas,2550,3600,2.0,average,average,8,1880,1997,0.0
1,338000.0,5,2.0,gas,1860,9000,2.0,poor,average,7,1860,1980,0.0
1,279950.0,3,1.5,oil,1520,7200,1.0,poor,good,7,1160,1990,0.0
0,1150000.0,4,3.75,electric,5300,37034,2.0,poor,average,11,5300,1989,0.0
1,700000.0,3,2.5,gas,2190,7982,2.0,poor,average,8,2190,2004,0.0
0,2720000.0,4,3.25,gas,3990,18115,2.0,poor,good,11,3990,1989,0.0
0,580000.0,4,2.75,gas,3210,6825,1.0,poor,very good,7,1810,1975,0.0
0,435000.0,4,1.75,oil,2290,4400,1.0,good,average,7,1290,1959,0.0
0,720000.0,4,2.5,electric,2650,11520,2.0,poor,average,8,2110,1988,0.0
1,403000.0,3,2.25,gas,1840,13020,1.0,poor,average,8,1390,1980,0.0
0,440000.0,3,2.75,electric,1560,7392,1.0,poor,very good,7,1030,1972,0.0
1,339950.0,5,2.5,gas,2990,7292,2.0,poor,good,8,2990,1990,0.0
0,680000.0,3,3.5,oil,3650,103672,1.0,poor,average,10,2050,2011,0.0
0,660000.0,10,3.0,electric,2920,3745,2.0,poor,good,7,1860,1913,0.0
0,675000.0,5,2.75,gas,2570,12906,2.0,poor,average,8,2570,1987,0.0
0,168000.0,3,1.0,gas,1150,8000,1.5,poor,good,6,1150,1913,1957.0
0,1000000.0,4,3.0,gas,4260,18687,2.0,poor,average,11,4260,1996,0.0
1,372000.0,4,1.0,oil,2300,7680,1.0,poor,average,7,1270,1959,0.0
1,390000.0,2,1.0,oil,1080,4725,1.5,poor,average,7,1080,1944,0.0
1,555000.0,4,1.75,electric,2320,4800,1.5,poor,average,7,2170,1918,0.0
0,1550000.0,4,3.5,oil,3260,5000,2.0,poor,very good,9,2630,1937,0.0
1,655000.0,1,1.0,oil,1660,5422,1.0,poor,good,7,830,1908,0.0
0,721000.0,4,2.0,oil,2280,8339,1.0,poor,good,7,1220,1954,0.0
0,1520000.0,4,4.25,oil,3650,5328,1.5,poor,average,9,2330,1907,2014.0
1,365000.0,4,2.5,gas,1620,219542,2.0,poor,average,7,1620,1980,0.0
0,781500.0,4,2.5,oil,3440,6332,2.0,poor,average,10,3440,2001,0.0
1,435000.0,2,1.0,oil,750,2786,1.0,poor,very good,7,750,1947,0.0
1,208500.0,2,1.0,oil,880,4814,1.0,poor,good,5,880,1906,0.0
1,447000.0,3,2.25,gas,1440,4667,2.0,poor,average,7,1440,1985,0.0
1,310000.0,3,2.0,oil,1310,1361,3.0,poor,average,7,1310,2003,0.0
1,650000.0,3,1.5,gas,1320,8114,1.0,poor,average,8,1320,1951,0.0
0,1430000.0,4,2.5,gas,2910,7364,2.0,poor,average,10,2910,2003,0.0
0,565000.0,4,2.5,gas,2500,12090,1.0,poor,average,9,2500,1983,0.0
1,174900.0,3,1.0,oil,1100,6000,1.5,poor,fair,6,1100,1926,0.0
1,360000.0,3,2.25,oil,1381,1180,3.0,poor,average,8,1381,2007,0.0
1,370000.0,3,1.5,gas,2380,14500,1.0,poor,good,7,1850,1961,0.0
1,606000.0,3,1.0,electric,1500,3920,1.0,poor,average,7,1000,1947,0.0
1,272500.0,3,2.0,oil,1410,7622,1.0,poor,good,7,1410,1983,0.0
1,475000.0,3,1.75,oil,1680,3420,1.0,poor,average,7,960,1992,0.0
1,624000.0,4,1.75,oil,2710,9216,1.0,poor,average,8,1440,1961,0.0
1,355000.0,3,1.75,electric,1730,7416,1.5,poor,average,7,1730,1954,0.0
1,345000.0,3,1.0,oil,960,3844,1.0,poor,average,7,960,1972,0.0
1,342000.0,4,2.5,oil,2380,7792,2.0,poor,average,8,2380,1993,0.0
0,316000.0,3,1.75,gas,1120,98445,1.5,average,good,7,1120,1917,0.0
1,539950.0,4,2.5,oil,2960,37430,2.0,poor,average,9,2960,1990,0.0
0,746000.0,3,1.75,gas,1910,12321,1.0,poor,good,7,1100,1952,0.0
0,820000.0,4,2.75,gas,2420,4635,1.5,poor,very good,7,2420,1905,0.0
0,2160000.0,3,3.5,gas,3080,6495,2.0,good,average,11,2530,1996,2006.0
0,812000.0,4,2.5,gas,2270,5000,2.0,poor,average,9,2270,2014,0.0
1,242000.0,4,2.5,gas,1750,11400,2.0,poor,good,7,1750,1975,0.0
0,625000.0,4,2.5,electric,3550,8048,2.0,poor,average,9,3550,2007,0.0
1,400000.0,3,2.0,electric,1860,12944,1.0,poor,average,9,1860,2002,0.0
1,345000.0,2,1.0,electric,1080,4000,1.0,poor,average,7,1080,1940,0.0
1,874950.0,2,1.0,oil,1080,4000,1.0,poor,average,7,1080,1940,0.0
0,875000.0,3,2.75,electric,2280,4280,1.0,poor,very good,7,1280,1917,0.0
1,770126.0,4,2.75,oil,2390,9300,1.0,poor,average,8,1430,1979,0.0
0,710000.0,4,2.5,oil,2870,8995,1.0,poor,very good,8,1870,1968,0.0
0,359000.0,3,1.75,gas,2200,11520,1.0,poor,good,7,2200,1952,0.0
1,160000.0,3,1.5,gas,960,6497,1.0,poor,good,7,960,1970,0.0
1,365000.0,3,2.25,oil,1800,9010,1.0,poor,average,7,1300,1975,0.0
1,215000.0,3,1.0,oil,1200,7280,1.0,poor,good,7,1200,1967,0.0
1,570000.0,3,2.0,oil,1530,5401,1.0,poor,good,7,1530,1937,0.0
1,383000.0,3,1.75,gas,1500,13430,1.0,poor,average,7,1500,1977,0.0
1,370000.0,4,3.0,oil,2490,5706,2.0,poor,average,9,2490,2005,0.0
1,454000.0,4,2.5,electric,3040,12522,2.0,poor,average,7,3040,2000,0.0
1,371000.0,4,1.75,electric,1690,10854,1.0,poor,average,7,1690,1977,0.0
0,608000.0,4,2.75,gas,2490,9714,1.0,poor,good,8,1400,1983,0.0
0,450000.0,3,1.75,oil,1350,7200,1.0,poor,very good,7,1350,1954,0.0
0,780000.0,4,2.5,gas,3140,14421,2.0,poor,average,10,3140,1994,0.0
1,290000.0,4,2.5,oil,2340,52272,2.0,poor,fair,8,2340,1978,0.0
1,225000.0,3,1.75,oil,1610,14182,1.0,poor,good,7,1100,1978,0.0
1,660000.0,3,2.5,oil,2390,15669,2.0,poor,average,9,2390,1991,0.0
1,299000.0,3,1.75,oil,1180,13927,1.0,poor,very good,7,1180,1962,0.0
1,224000.0,3,1.75,oil,1760,6300,1.0,poor,average,7,1060,1963,0.0
1,330000.0,4,2.5,gas,2240,7589,2.0,poor,average,8,2240,1994,0.0
0,509000.0,4,2.0,electric,1630,1724,1.5,poor,average,6,1030,1915,1970.0
1,519000.0,4,2.5,oil,1950,2617,1.5,poor,good,7,1250,1910,0.0
0,750000.0,4,2.0,gas,2640,5000,2.0,poor,average,7,2040,1949,0.0
